<<<<<<< Updated upstream
"num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","mayor_menor","tipo_veh","color_veh","modelo_veh","causa_acc","marca_veh","g_edad","estado_pil","grupo_mode_veh"
"3239",3239,30,"Junio","Domingo",17,"Guatemala","Guatemala","URBANO","12","Hombre","32","Mayor","Automovil","Gris","1990-1999","COLISION","Kia","30-34","IGNORADO","1990-1999"
"3240",3240,30,"Junio","Domingo",17,"Guatemala","Guatemala","URBANO","12","Hombre","41","Mayor","Automovil","Ignorado","2000-2009","COLISION","Honda","40-44","IGNORADO","2000-2009"
"3241",3241,30,"Junio","Domingo",1,"Guatemala","Guatemala","URBANO","11","Hombre","17","Menor","Camioneta","Negro","2000-2009","COLISION","Hyundai","15-19","IGNORADO","2000-2009"
"3242",3242,30,"Junio","Domingo",1,"Guatemala","Guatemala","URBANO","11","Hombre","49","Mayor","Motocicleta","Negro","2000-2009","COLISION","Bajaj","45-49","IGNORADO","2000-2009"
"3243",3243,30,"Junio","Domingo",17,"Guatemala","Villa Nueva","RURAL","Ignorado","Hombre","35","Mayor","Automovil","Gris","2000-2009","COLISION","Bmw","35-39","IGNORADO","2000-2009"
"3244",3244,30,"Junio","Domingo",17,"Guatemala","Villa Nueva","RURAL","Ignorado","Hombre","24","Mayor","Motocicleta","Rojo","2000-2009","COLISION","Bajaj","20-24","IGNORADO","2000-2009"
"3245",3245,30,"Junio","Domingo",1,"Zacapa","Zacapa","RURAL","Ignorado","Hombre","19","Mayor","Motocicleta","Negro","Ignorado","COLISION","Suzuki","15-19","IGNORADO","Ignorado"
"3246",3246,30,"Junio","Domingo",1,"Zacapa","Zacapa","RURAL","Ignorado","Hombre","29","Mayor","Camión","Blanco","2000-2009","COLISION","International","25-29","IGNORADO","2000-2009"
"3247",3247,30,"Junio","Domingo",7,"Zacapa","Zacapa","RURAL","Ignorado","Hombre","38","Mayor","Automovil","Gris","1990-1999","COLISION","Nissan_duplicated_37","35-39","IGNORADO","1990-1999"
"3248",3248,30,"Junio","Domingo",7,"Zacapa","Zacapa","RURAL","Ignorado","Hombre","Ignorado","Mayor","Cabezal","Blanco","1990-1999","COLISION","Freightliner","Ignorado","IGNORADO","1990-1999"
"3249",3249,30,"Junio","Domingo",22,"Escuintla","Escuintla","RURAL","Ignorado","Hombre","Ignorado","Ignorado","Motocicleta","Negro","Ignorado","CHOQUE","Freedom","Ignorado","IGNORADO","Ignorado"
"3250",3250,30,"Junio","Domingo",22,"Suchitepéquez","Mazatenango","RURAL","Ignorado","Hombre","20","Mayor","Motocicleta","Ignorado","Ignorado","VUELCO","Honda","20-24","EBRIO","Ignorado"
"3251",3251,30,"Junio","Domingo",6,"Huehuetenango","Huehuetenango","RURAL","Ignorado","Hombre","25","Mayor","Pick up","Ignorado","Ignorado","CAIDA","Ignorado","25-29","IGNORADO","Ignorado"
"3252",3252,30,"Junio","Domingo",11,"Baja Verapaz","Salamá","RURAL","Ignorado","Hombre","28","Mayor","Motocicleta","Negro","Ignorado","VUELCO","Italika","25-29","IGNORADO","Ignorado"
"3253",3253,30,"Junio","Domingo",17,"Izabal","Puerto Barrios","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Azul","Ignorado","COLISION","Toyota","Ignorado","IGNORADO","Ignorado"
"3254",3254,30,"Junio","Domingo",17,"Izabal","Puerto Barrios","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Ignorado","COLISION","Ignorado","Ignorado","IGNORADO","Ignorado"
"3255",3255,30,"Junio","Domingo",17,"Solola","Panajachel","RURAL","Ignorado","Hombre","39","Mayor","Camioneta","Negro","2000-2009","CHOQUE","Chevrolet","35-39","IGNORADO","2000-2009"
"3256",3256,30,"Junio","Domingo",19,"Sacatepéquez","Antigua Guatemala","RURAL","Ignorado","Hombre","34","Mayor","Pick up","Rojo","2000-2009","COLISION","Mazda","30-34","IGNORADO","2000-2009"
"3257",3257,30,"Junio","Domingo",19,"Sacatepéquez","Antigua Guatemala","RURAL","Ignorado","Mujer","58","Mayor","Automovil","Gris","2000-2009","COLISION","Kia","55 y más","IGNORADO","2000-2009"
"3258",3258,1,"Julio","Lunes",7,"Guatemala","Guatemala","URBANO","1","Hombre","37","Mayor","Motocicleta","Ignorado","1970-1979","CHOQUE","Sniper","35-39","NORMAL","1970-1979"
"3259",3259,1,"Julio","Lunes",13,"Guatemala","Guatemala","URBANO","3","Hombre","49","Mayor","Automovil","Rojo","Ignorado","COLISION","Geo","45-49","NORMAL","Ignorado"
"3260",3260,1,"Julio","Lunes",13,"Guatemala","Guatemala","URBANO","3","Hombre","Ignorado","Mayor","Automovil","Gris","Ignorado","COLISION","Nissan_duplicated_37","Ignorado","NORMAL","Ignorado"
"3261",3261,1,"Julio","Lunes",16,"Guatemala","Guatemala","URBANO","1","Hombre","35","Mayor","Automovil","Rojo","1990-1999","COLISION","Volkwagen","35-39","EBRIO","1990-1999"
"3262",3262,1,"Julio","Lunes",16,"Guatemala","Guatemala","URBANO","1","Mujer","45","Mayor","Camioneta","Rojo","1980-1989","COLISION","Toyota","45-49","NORMAL","1980-1989"
"3263",3263,1,"Julio","Lunes",4,"Guatemala","Guatemala","URBANO","21","Hombre","28","Mayor","Motocicleta","Negro","2010-2013","CHOQUE","Tvs","25-29","NORMAL","2010-2014"
"3264",3264,1,"Julio","Lunes",1,"Guatemala","Guatemala","URBANO","7","Hombre","47","Mayor","Pick up","Gris","2000-2009","CHOQUE","Mitsubishi","45-49","NORMAL","2000-2009"
"3265",3265,1,"Julio","Lunes",7,"Guatemala","Guatemala","URBANO","7","Hombre","22","Mayor","Automovil","Corinto","1990-1999","COLISION","Mitsubishi","20-24","EBRIO","1990-1999"
"3266",3266,1,"Julio","Lunes",7,"Guatemala","Guatemala","URBANO","7","Hombre","25","Mayor","Camión","Blanco","1990-1999","COLISION","Ford","25-29","EBRIO","1990-1999"
"3267",3267,1,"Julio","Lunes",7,"Guatemala","Guatemala","URBANO","7","Hombre","28","Mayor","Motocicleta","Negro","2010-2013","COLISION","Bajaj","25-29","NORMAL","2010-2014"
"3268",3268,1,"Julio","Lunes",11,"Guatemala","Guatemala","URBANO","11","Hombre","56","Mayor","Motocicleta","Rojo","Ignorado","COLISION","Honda","55 y más","NORMAL","Ignorado"
"3269",3269,1,"Julio","Lunes",11,"Guatemala","Guatemala","URBANO","11","Hombre","Ignorado","Mayor","Automovil","Ignorado","Ignorado","COLISION","Ignorado","Ignorado","NORMAL","Ignorado"
"3270",3270,1,"Julio","Lunes",10,"Guatemala","Guatemala","URBANO","21","Hombre","Ignorado","Mayor","Automovil","Ignorado","Ignorado","COLISION","Ignorado","Ignorado","IGNORADO","Ignorado"
"3271",3271,1,"Julio","Lunes",10,"Guatemala","Guatemala","URBANO","21","Hombre","26","Mayor","Motocicleta","Negro","Ignorado","COLISION","Bajaj","25-29","NORMAL","Ignorado"
"3272",3272,1,"Julio","Lunes",3,"Guatemala","Villa Nueva","RURAL","Ignorado","Hombre","24","Mayor","Pick up","Gris","2010-2013","CHOQUE","Mazda","20-24","EBRIO","2010-2014"
"3273",3273,1,"Julio","Lunes",21,"Guatemala","Petapa","URBANO","9","Hombre","25","Mayor","Motocicleta","Negro","Ignorado","COLISION","Ignorado","25-29","NORMAL","Ignorado"
"3274",3274,1,"Julio","Lunes",21,"Guatemala","Petapa","URBANO","9","Hombre","Ignorado","Mayor","Automovil","Ignorado","Ignorado","COLISION","Ignorado","Ignorado","NORMAL","Ignorado"
"3275",3275,1,"Julio","Lunes",6,"Jutiapa","Asunción Mita","RURAL","Ignorado","Hombre","Ignorado","Mayor","Camioneta","Negro","Ignorado","COLISION","Nissan_duplicated_37","Ignorado","NORMAL","Ignorado"
"3276",3276,1,"Julio","Lunes",6,"Jutiapa","Asunción Mita","RURAL","Ignorado","Hombre","22","Mayor","Motocicleta","Rojo","Ignorado","COLISION","Suzuki","20-24","NORMAL","Ignorado"
"3277",3277,1,"Julio","Lunes",23,"Escuintla","Santa Lucía Cotzumalguapa","RURAL","Ignorado","Hombre","Ignorado","Mayor","Microbus","Azul","Ignorado","COLISION","Toyota","Ignorado","NORMAL","Ignorado"
"3278",3278,1,"Julio","Lunes",23,"Escuintla","Santa Lucía Cotzumalguapa","RURAL","Ignorado","Hombre","23","Mayor","Motocicleta","Negro","Ignorado","COLISION","Freedom","20-24","EBRIO","Ignorado"
"3279",3279,1,"Julio","Lunes",4,"Santa Rosa","Santa Rosa de Lima","RURAL","Ignorado","Hombre","24","Mayor","Automovil","Celeste","1990-1999","VUELCO","Mitsubishi","20-24","NORMAL","1990-1999"
"3280",3280,1,"Julio","Lunes",11,"Santa Rosa","Oratorio","RURAL","Ignorado","Hombre","62","Mayor","Pick up","Negro","1980-1989","VUELCO","Toyota","55 y más","NORMAL","1980-1989"
"3281",3281,1,"Julio","Lunes",21,"Suchitepéquez","Mazatenango","RURAL","Ignorado","Hombre","33","Mayor","Automovil","Ignorado","Ignorado","COLISION","Toyota","30-34","EBRIO","Ignorado"
"3282",3282,1,"Julio","Lunes",21,"Suchitepéquez","Mazatenango","RURAL","Ignorado","Hombre","43","Mayor","Camioneta","Negro","2010-2013","COLISION","Ignorado","40-44","NORMAL","2010-2014"
"3283",3283,1,"Julio","Lunes",16,"Izabal","Puerto Barrios","RURAL","Ignorado","Hombre","50","Mayor","Cabezal","Blanco","Ignorado","COLISION","Freightliner","50-54","NORMAL","Ignorado"
"3284",3284,1,"Julio","Lunes",16,"Izabal","Puerto Barrios","RURAL","Ignorado","Mujer","26","Mayor","Motocicleta","Negro","Ignorado","COLISION","Suzuki","25-29","NORMAL","Ignorado"
"3285",3285,2,"Julio","Martes",15,"Guatemala","Guatemala","URBANO","3","Hombre","21","Mayor","Camión","Azul","1980-1989","COLISION","Gmc","20-24","NORMAL","1980-1989"
"3286",3286,2,"Julio","Martes",15,"Guatemala","Guatemala","URBANO","3","Hombre","30","Mayor","Motocicleta","Negro","2000-2009","COLISION","Bajaj","30-34","NORMAL","2000-2009"
"3287",3287,2,"Julio","Martes",5,"Guatemala","Guatemala","URBANO","12","Hombre","34","Mayor","Cabezal","Rojo","2000-2009","COLISION","Freightliner","30-34","NORMAL","2000-2009"
"3288",3288,2,"Julio","Martes",5,"Guatemala","Guatemala","URBANO","12","Hombre","28","Mayor","Cabezal","Amarillo","1980-1989","COLISION","Mercedes benz","25-29","NORMAL","1980-1989"
"3289",3289,2,"Julio","Martes",21,"Guatemala","Guatemala","URBANO","11","Hombre","19","Mayor","Automovil","Azul","2000-2009","CHOQUE","Mitsubishi","15-19","NORMAL","2000-2009"
"3290",3290,2,"Julio","Martes",23,"Guatemala","Mixco","URBANO","4","Hombre","47","Mayor","Camioneta","Blanco","2000-2009","COLISION","Mitsubishi","45-49","EBRIO","2000-2009"
"3291",3291,2,"Julio","Martes",23,"Guatemala","Mixco","URBANO","4","Hombre","23","Mayor","Motocicleta","Anaranjado","Ignorado","COLISION","Suzuki","20-24","NORMAL","Ignorado"
"3292",3292,2,"Julio","Martes",0,"Guatemala","Mixco","URBANO","8","Hombre","20","Mayor","Pick up","Ignorado","Ignorado","VUELCO","Ignorado","20-24","NORMAL","Ignorado"
"3293",3293,2,"Julio","Martes",8,"Quetzaltenango","Quetzaltenango","RURAL","Ignorado","Hombre","31","Mayor","Motocicleta","Gris","Ignorado","CHOQUE","Ignorado","30-34","NORMAL","Ignorado"
"3294",3294,2,"Julio","Martes",19,"Totonicapán","Totonicapán","RURAL","Ignorado","Hombre","22","Mayor","Automovil","Gris","2000-2009","VUELCO","Mazda","20-24","NORMAL","2000-2009"
"3295",3295,2,"Julio","Martes",11,"Baja Verapaz","Purulhá","RURAL","Ignorado","Hombre","35","Mayor","Motocicleta","Ignorado","Ignorado","CHOQUE","Ignorado","35-39","NORMAL","Ignorado"
"3296",3296,2,"Julio","Martes",20,"Izabal","Puerto Barrios","RURAL","Ignorado","Hombre","42","Mayor","Motocicleta","Rojo","2010-2013","COLISION","Suzuki","40-44","NORMAL","2010-2014"
"3297",3297,2,"Julio","Martes",20,"Izabal","Puerto Barrios","RURAL","Ignorado","Hombre","22","Mayor","Motocicleta","Anaranjado","2000-2009","COLISION","Bajaj","20-24","NORMAL","2000-2009"
"3298",3298,2,"Julio","Martes",2,"Quiché","Santa Cruz del Quiché","RURAL","Ignorado","Hombre","23","Mayor","Pick up","Rojo","2000-2009","CHOQUE","Toyota","20-24","NORMAL","2000-2009"
"3299",3299,3,"Julio","Miercoles",20,"Jutiapa","San José Acatempa","RURAL","Ignorado","Hombre","38","Mayor","Camión","Ignorado","Ignorado","COLISION","Ignorado","35-39","NORMAL","Ignorado"
"3300",3300,3,"Julio","Miercoles",20,"Jutiapa","San José Acatempa","RURAL","Ignorado","Hombre","54","Mayor","Pick up","Azul","Ignorado","COLISION","Toyota","50-54","EBRIO","Ignorado"
"3301",3301,3,"Julio","Miercoles",20,"Chiquimula","Jocotán","RURAL","Ignorado","Hombre","25","Mayor","Motocicleta","Negro","Ignorado","COLISION","Honda","25-29","NORMAL","Ignorado"
"3302",3302,3,"Julio","Miercoles",20,"Chiquimula","Jocotán","RURAL","Ignorado","Hombre","17","Menor","Mototaxi","Rojo","Ignorado","COLISION","Bajaj","15-19","NORMAL","Ignorado"
"3303",3303,3,"Julio","Miercoles",15,"Santa Rosa","Cuilapa","RURAL","Ignorado","Hombre","22","Mayor","Camión","Blanco","2000-2009","COLISION","Kia","20-24","EBRIO","2000-2009"
"3304",3304,3,"Julio","Miercoles",15,"Santa Rosa","Cuilapa","RURAL","Ignorado","Hombre","20","Mayor","Pick up","Blanco","1990-1999","COLISION","Toyota","20-24","NORMAL","1990-1999"
"3305",3305,3,"Julio","Miercoles",13,"San Marcos","San Lorenzo_duplicated_1229","RURAL","Ignorado","Hombre","38","Mayor","Pick up","Blanco","Ignorado","VUELCO","Toyota","35-39","NORMAL","Ignorado"
"3306",3306,3,"Julio","Miercoles",22,"Petén","Santa Ana","RURAL","Ignorado","Hombre","23","Mayor","Pick up","Blanco","Ignorado","COLISION","Toyota","20-24","NORMAL","Ignorado"
"3307",3307,3,"Julio","Miercoles",22,"Petén","Santa Ana","RURAL","Ignorado","Hombre","38","Mayor","Pick up","Gris","Ignorado","COLISION","Toyota","35-39","NORMAL","Ignorado"
"3308",3308,4,"Julio","Jueves",4,"Guatemala","Guatemala","URBANO","10","Mujer","35","Mayor","Camioneta","Gris","Ignorado","COLISION","Volvo","35-39","EBRIO","Ignorado"
"3309",3309,4,"Julio","Jueves",4,"Guatemala","Guatemala","URBANO","10","Hombre","42","Mayor","Camión","Blanco","Ignorado","COLISION","Hino","40-44","NORMAL","Ignorado"
"3310",3310,4,"Julio","Jueves",21,"Quetzaltenango","Quetzaltenango","URBANO","2","Hombre","50","Mayor","Automovil","Celeste","Ignorado","COLISION","Ignorado","50-54","EBRIO","Ignorado"
"3311",3311,4,"Julio","Jueves",21,"Quetzaltenango","Quetzaltenango","URBANO","2","Hombre","21","Mayor","Motocicleta","Azul","2010-2013","COLISION","Subaru","20-24","NORMAL","2010-2014"
"3312",3312,5,"Julio","Viernes",21,"Guatemala","Guatemala","URBANO","1","Hombre","27","Mayor","Motocicleta","Azul","Ignorado","COLISION","Bajaj","25-29","IGNORADO","Ignorado"
"3313",3313,5,"Julio","Viernes",21,"Guatemala","Guatemala","URBANO","1","Hombre","Ignorado","Mayor","Ignorado","Ignorado","Ignorado","COLISION","Ignorado","Ignorado","IGNORADO","Ignorado"
"3314",3314,5,"Julio","Viernes",23,"Guatemala","Guatemala","RURAL","18","Hombre","28","Mayor","Motocicleta","Gris","Ignorado","VUELCO","Ignorado","25-29","IGNORADO","Ignorado"
"3315",3315,5,"Julio","Viernes",8,"Guatemala","Santa Catarina Pinula","RURAL","Ignorado","Hombre","Ignorado","Mayor","Ignorado","Ignorado","Ignorado","COLISION","Ignorado","Ignorado","IGNORADO","Ignorado"
"3316",3316,5,"Julio","Viernes",8,"Guatemala","Santa Catarina Pinula","RURAL","Ignorado","Hombre","26","Mayor","Motocicleta","Ignorado","Ignorado","COLISION","Ignorado","25-29","IGNORADO","Ignorado"
"3317",3317,5,"Julio","Viernes",23,"Guatemala","Villa Nueva","RURAL","Ignorado","Hombre","27","Mayor","Motocicleta","Rojo","Ignorado","COLISION","Honda","25-29","IGNORADO","Ignorado"
"3318",3318,5,"Julio","Viernes",23,"Guatemala","Villa Nueva","RURAL","Ignorado","Hombre","Ignorado","Mayor","Ignorado","Ignorado","Ignorado","COLISION","Ignorado","Ignorado","IGNORADO","Ignorado"
"3319",3319,5,"Julio","Viernes",23,"Guatemala","San Juan Sacatepéquez","RURAL","Ignorado","Hombre","25","Mayor","Motocicleta","Negro","Ignorado","VUELCO","Bajaj","25-29","IGNORADO","Ignorado"
"3320",3320,5,"Julio","Viernes",19,"Guatemala","Mixco","URBANO","10","Hombre","35","Mayor","Motocicleta","Ignorado","Ignorado","COLISION","Ignorado","35-39","IGNORADO","Ignorado"
"3321",3321,5,"Julio","Viernes",19,"Guatemala","Mixco","URBANO","10","Hombre","Ignorado","Mayor","Pick up","Ignorado","Ignorado","COLISION","Ignorado","Ignorado","IGNORADO","Ignorado"
"3322",3322,5,"Julio","Viernes",2,"Quetzaltenango","Quetzaltenango","URBANO","3","Hombre","41","Mayor","Pick up","Rojo","Ignorado","CHOQUE","Mazda","40-44","IGNORADO","Ignorado"
"3323",3323,5,"Julio","Viernes",7,"Quetzaltenango","Quetzaltenango","RURAL","Ignorado","Hombre","36","Mayor","Motocicleta","Verde","Ignorado","COLISION","Sniper","35-39","IGNORADO","Ignorado"
"3324",3324,5,"Julio","Viernes",7,"Quetzaltenango","Coatepeque","RURAL","Ignorado","Hombre","19","Mayor","Motocicleta","Negro","Ignorado","COLISION","Italika","15-19","IGNORADO","Ignorado"
"3325",3325,5,"Julio","Viernes",10,"Quetzaltenango","Quetzaltenango","URBANO","3","Hombre","21","Mayor","Automovil","Corinto","1990-1999","COLISION","Mazda","20-24","IGNORADO","1990-1999"
"3326",3326,5,"Julio","Viernes",10,"Quetzaltenango","Quetzaltenango","URBANO","3","Mujer","27","Mayor","Automovil","Blanco","2000-2009","COLISION","Toyota","25-29","IGNORADO","2000-2009"
"3327",3327,5,"Julio","Viernes",19,"Petén","Flores","RURAL","Ignorado","Hombre","28","Mayor","Motocicleta","Rojo","2000-2009","COLISION","Bajaj","25-29","IGNORADO","2000-2009"
"3328",3328,5,"Julio","Viernes",19,"Petén","Flores","RURAL","Ignorado","Hombre","Ignorado","Mayor","Automovil","Gris","2000-2009","COLISION","Toyota","Ignorado","IGNORADO","2000-2009"
"3329",3329,5,"Julio","Viernes",22,"Sacatepéquez","Antigua Guatemala","RURAL","Ignorado","Hombre","Ignorado","Mayor","Automovil","Blanco","Ignorado","COLISION","Mazda","Ignorado","IGNORADO","Ignorado"
"3330",3330,5,"Julio","Viernes",22,"Sacatepéquez","Antigua Guatemala","RURAL","Ignorado","Hombre","Ignorado","Mayor","Pick up","Gris","2000-2009","COLISION","Ignorado","Ignorado","IGNORADO","2000-2009"
"3331",3331,6,"Julio","Sabado",0,"Guatemala","Guatemala","URBANO","3","Hombre","20","Mayor","Camioneta","Corinto","Ignorado","COLISION","Chevrolet","20-24","IGNORADO","Ignorado"
"3332",3332,6,"Julio","Sabado",0,"Guatemala","Guatemala","URBANO","3","Mujer","29","Mayor","Motocicleta","Ignorado","Ignorado","COLISION","Ignorado","25-29","IGNORADO","Ignorado"
"3333",3333,6,"Julio","Sabado",22,"Guatemala","Guatemala","URBANO","1","Hombre","28","Mayor","Automovil","Rojo","2000-2009","COLISION","Chevrolet","25-29","IGNORADO","2000-2009"
"3334",3334,6,"Julio","Sabado",22,"Guatemala","Guatemala","URBANO","1","Hombre","43","Mayor","Automovil","Azul","2000-2009","COLISION","Hyundai","40-44","IGNORADO","2000-2009"
"3335",3335,6,"Julio","Sabado",2,"Guatemala","Guatemala","URBANO","1","Hombre","25","Mayor","Automovil","Gris","2000-2009","COLISION","Toyota","25-29","IGNORADO","2000-2009"
"3336",3336,6,"Julio","Sabado",2,"Guatemala","Guatemala","URBANO","1","Hombre","26","Mayor","Automovil","Blanco","1990-1999","COLISION","Toyota","25-29","IGNORADO","1990-1999"
"3337",3337,6,"Julio","Sabado",4,"Guatemala","Guatemala","URBANO","1","Hombre","25","Mayor","Automovil","Corinto","Ignorado","CHOQUE","Nissan_duplicated_37","25-29","IGNORADO","Ignorado"
"3338",3338,6,"Julio","Sabado",3,"Guatemala","Guatemala","URBANO","11","Hombre","37","Mayor","Automovil","Blanco","Ignorado","COLISION","Mitsubishi","35-39","EBRIO","Ignorado"
"3339",3339,6,"Julio","Sabado",3,"Guatemala","Guatemala","URBANO","11","Hombre","Ignorado","Mayor","Automovil","Gris","Ignorado","COLISION","Mazda","Ignorado","IGNORADO","Ignorado"
"3340",3340,6,"Julio","Sabado",22,"Guatemala","Guatemala","URBANO","12","Hombre","32","Mayor","Automovil","Gris","Ignorado","COLISION","Ignorado","30-34","IGNORADO","Ignorado"
"3341",3341,6,"Julio","Sabado",22,"Guatemala","Guatemala","URBANO","12","Mujer","25","Mayor","Motocicleta","Negro","Ignorado","COLISION","Suzuki","25-29","IGNORADO","Ignorado"
"3342",3342,6,"Julio","Sabado",2,"Guatemala","Villa Nueva","RURAL","Ignorado","Hombre","24","Mayor","Motocicleta","Amarillo","2010-2013","CHOQUE","Italika","20-24","IGNORADO","2010-2014"
"3343",3343,6,"Julio","Sabado",17,"Guatemala","Villa Nueva","RURAL","Ignorado","Hombre","30","Mayor","Automovil","Gris","1990-1999","COLISION","Toyota","30-34","IGNORADO","1990-1999"
"3344",3344,6,"Julio","Sabado",17,"Guatemala","Villa Nueva","RURAL","Ignorado","Hombre","24","Mayor","Motocicleta","Negro","Ignorado","COLISION","Ignorado","20-24","IGNORADO","Ignorado"
"3345",3345,6,"Julio","Sabado",3,"Guatemala","Mixco","URBANO","6","Hombre","23","Mayor","Automovil","Gris","1990-1999","CHOQUE","Bmw","20-24","EBRIO","1990-1999"
"3346",3346,6,"Julio","Sabado",4,"Guatemala","Mixco","URBANO","3","Hombre","25","Mayor","Automovil","Beige","Ignorado","CHOQUE","Mazda","25-29","EBRIO","Ignorado"
"3347",3347,6,"Julio","Sabado",1,"Guatemala","Mixco","URBANO","4","Hombre","Ignorado","Mayor","Motocicleta","Negro","2000-2009","VUELCO","Bajaj","Ignorado","IGNORADO","2000-2009"
"3348",3348,6,"Julio","Sabado",11,"Guatemala","San Juan Sacatepéquez","RURAL","Ignorado","Hombre","58","Mayor","Automovil","Azul","Ignorado","COLISION","Ignorado","55 y más","IGNORADO","Ignorado"
"3349",3349,6,"Julio","Sabado",11,"Guatemala","San Juan Sacatepéquez","RURAL","Ignorado","Hombre","29","Mayor","Motocicleta","Amarillo","Ignorado","COLISION","Sniper","25-29","IGNORADO","Ignorado"
"3350",3350,6,"Julio","Sabado",20,"Huehuetenango","Huehuetenango","RURAL","Ignorado","Hombre","31","Mayor","Camión","Ignorado","Ignorado","COLISION","Hino","30-34","IGNORADO","Ignorado"
"3351",3351,6,"Julio","Sabado",20,"Huehuetenango","Huehuetenango","RURAL","Ignorado","Hombre","31","Mayor","Camioneta","Verde","Ignorado","COLISION","Suzuki","30-34","IGNORADO","Ignorado"
"3352",3352,6,"Julio","Sabado",16,"Alta Verapaz","Cobán","RURAL","Ignorado","Hombre","37","Mayor","Bus urbano","Blanco","2000-2009","COLISION","Toyota","35-39","IGNORADO","2000-2009"
"3353",3353,6,"Julio","Sabado",16,"Alta Verapaz","Cobán","RURAL","Ignorado","Hombre","43","Mayor","Motocicleta","Rojo","Ignorado","COLISION","Italika","40-44","IGNORADO","Ignorado"
"3354",3354,7,"Julio","Domingo",2,"Guatemala","Guatemala","URBANO","3","Hombre","36","Mayor","Automovil","Negro","2000-2009","COLISION","Mazda","35-39","IGNORADO","2000-2009"
"3355",3355,7,"Julio","Domingo",2,"Guatemala","Guatemala","URBANO","3","Hombre","38","Mayor","Automovil","Gris","2000-2009","COLISION","Toyota","35-39","IGNORADO","2000-2009"
"3356",3356,7,"Julio","Domingo",3,"Guatemala","Guatemala","URBANO","1","Hombre","36","Mayor","Automovil","Blanco","2010-2013","COLISION","Hyundai","35-39","IGNORADO","2010-2014"
"3357",3357,7,"Julio","Domingo",3,"Guatemala","Guatemala","URBANO","1","Hombre","26","Mayor","Motocicleta","Negro","Ignorado","COLISION","Honda","25-29","IGNORADO","Ignorado"
"3358",3358,7,"Julio","Domingo",3,"Guatemala","Guatemala","RURAL","18","Hombre","22","Mayor","Motocicleta","Ignorado","Ignorado","CHOQUE","Ignorado","20-24","IGNORADO","Ignorado"
"3359",3359,7,"Julio","Domingo",0,"Guatemala","Guatemala","URBANO","7","Hombre","30","Mayor","Automovil","Verde","1990-1999","CHOQUE","Plymouth","30-34","IGNORADO","1990-1999"
"3360",3360,7,"Julio","Domingo",23,"Guatemala","Guatemala","URBANO","7","Hombre","Ignorado","Mayor","Motocicleta","Negro","Ignorado","CHOQUE","Ignorado","Ignorado","EBRIO","Ignorado"
"3361",3361,7,"Julio","Domingo",17,"Jutiapa","Jutiapa","RURAL","Ignorado","Hombre","30","Mayor","Motocicleta","Ignorado","Ignorado","COLISION","Bajaj","30-34","IGNORADO","Ignorado"
"3362",3362,7,"Julio","Domingo",17,"Jutiapa","Jutiapa","RURAL","Ignorado","Hombre","19","Mayor","Motocicleta","Gris","Ignorado","COLISION","Suzuki","15-19","IGNORADO","Ignorado"
"3363",3363,7,"Julio","Domingo",13,"Zacapa","Zacapa","RURAL","Ignorado","Hombre","23","Mayor","Motocicleta","Ignorado","Ignorado","COLISION","Ignorado","20-24","IGNORADO","Ignorado"
"3364",3364,7,"Julio","Domingo",13,"Zacapa","Zacapa","RURAL","Ignorado","Hombre","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","COLISION","Ignorado","Ignorado","IGNORADO","Ignorado"
"3365",3365,7,"Julio","Domingo",23,"Escuintla","Escuintla","RURAL","Ignorado","Hombre","23","Mayor","Motocicleta","Negro","Ignorado","VUELCO","Ignorado","20-24","IGNORADO","Ignorado"
"3366",3366,7,"Julio","Domingo",20,"Escuintla","Escuintla","RURAL","Ignorado","Hombre","29","Mayor","Ignorado","Blanco","2000-2009","COLISION","Movesa","25-29","EBRIO","2000-2009"
"3367",3367,7,"Julio","Domingo",20,"Escuintla","Escuintla","RURAL","Ignorado","Hombre","16","Menor","Motocicleta","Rojo","2000-2009","COLISION","Subaru","15-19","IGNORADO","2000-2009"
"3368",3368,7,"Julio","Domingo",23,"Escuintla","Masagua","RURAL","Ignorado","Hombre","63","Mayor","Automovil","Blanco","Ignorado","CHOQUE","Mitsubishi","55 y más","IGNORADO","Ignorado"
"3369",3369,7,"Julio","Domingo",23,"Quetzaltenango","Quetzaltenango","URBANO","1","Hombre","20","Mayor","Automovil","Blanco","Ignorado","CHOQUE","Volkwagen","20-24","IGNORADO","Ignorado"
"3370",3370,7,"Julio","Domingo",7,"Huehuetenango","Huehuetenango","RURAL","Ignorado","Hombre","29","Mayor","Pick up","Rojo","1980-1989","VUELCO","Toyota","25-29","IGNORADO","1980-1989"
"3371",3371,7,"Julio","Domingo",22,"Baja Verapaz","Salamá","RURAL","Ignorado","Hombre","24","Mayor","Cabezal","Blanco","1980-1989","COLISION","Ignorado","20-24","IGNORADO","1980-1989"
"3372",3372,7,"Julio","Domingo",22,"Baja Verapaz","Salamá","RURAL","Ignorado","Hombre","49","Mayor","Motocicleta","Ignorado","Ignorado","COLISION","Ignorado","45-49","IGNORADO","Ignorado"
