"num_vehí","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad_pil","edad_m1","condic_pil","tipo_vehi","color_vehi","modelo_vehi","causa_acc"
748,19,"Febrero","Domingo",22,"Guatemala","Petapa","Urbano","Ignorado","Hombre","28","25-29","Mayor","Ignorado","Automovil","Celeste","1991","Colisión"
749,19,"Febrero","Domingo",22,"Guatemala","Petapa","Urbano","Ignorado","Mujer","27","25-29","Mayor","Ignorado","Ignorado","Ignorado","Ignorado","Colisión"
750,19,"Febrero","Domingo",22,"Guatemala","Villa Nueva","Urbano","Ignorado","Hombre","29","25-29","Mayor","Ignorado","Motocicleta","Amarillo","Ignorado","Caida"
751,19,"Febrero","Domingo",4,"Guatemala","San Juan Sacatepéquez","Rural","Ignorado","Hombre","28","25-29","Mayor","Ignorado","Motocicleta","Ignorado","Ignorado","Caida"
752,19,"Febrero","Domingo",17,"Zacapa","Río Hondo","Rural","Ignorado","Hombre","37","35-39","Mayor","Ignorado","Motocicleta","Ignorado","Ignorado","Caida"
753,19,"Febrero","Domingo",1,"Zacapa","Usumatlán","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Pick up","Rojo","Ignorado","Colisión"
754,19,"Febrero","Domingo",1,"Zacapa","Usumatlán","Rural","Ignorado","Hombre","37","35-39","Mayor","Ignorado","Motocicleta","Amarillo","2005","Colisión"
755,19,"Febrero","Domingo",3,"Escuintla","Iztapa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Ignorado","Colisión"
756,19,"Febrero","Domingo",3,"Escuintla","Iztapa","Rural","Ignorado","Hombre","42","40-44","Mayor","Ignorado","Motocicleta","Rojo","Ignorado","Colisión"
757,19,"Febrero","Domingo",7,"Suchitepéquez","Mazatenango","Urbano","Ignorado","Hombre","52","50-54","Mayor","Ignorado","Bus extraurbano","Amarillo","Ignorado","Colisión"
758,19,"Febrero","Domingo",7,"Suchitepéquez","Mazatenango","Urbano","Ignorado","Hombre","24","20-24","Mayor","Ignorado","Motocicleta","Negro","Ignorado","Colisión"
759,19,"Febrero","Domingo",16,"Suchitepéquez","San Antonio Suchitepéquez","Rural","Ignorado","Hombre","32","30-34","Mayor","Ebrio","Camioneta","Gris","Ignorado","Colisión"
760,19,"Febrero","Domingo",16,"Suchitepéquez","San Antonio Suchitepéquez","Rural","Ignorado","Hombre","37","35-39","Mayor","Normal","Pick up","Blanco","2007","Colisión"
761,19,"Febrero","Domingo",16,"Suchitepéquez","San Antonio Suchitepéquez","Rural","Ignorado","Hombre","39","35-39","Mayor","Normal","Pick up","Rojo","1985","Colisión"
762,19,"Febrero","Domingo",21,"Quetzaltenango","Quetzaltenango","Urbano","3","Hombre","23","20-24","Mayor","Ebrio","Camioneta","Blanco","Ignorado","Colisión"
763,19,"Febrero","Domingo",21,"Quetzaltenango","Quetzaltenango","Urbano","3","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Colisión"
764,19,"Febrero","Domingo",17,"Huehuetenango","Chiantla","Urbano","5","Hombre","23","20-24","Mayor","Ebrio","Motocicleta","Ignorado","Ignorado","Colisión"
765,19,"Febrero","Domingo",17,"Huehuetenango","Chiantla","Urbano","5","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camioneta","Ignorado","Ignorado","Colisión"
766,19,"Febrero","Domingo",19,"Alta Verapaz","Cobán","Urbano","11","Hombre","27","25-29","Mayor","Ebrio","Camión","Amarillo","1995","Colisión"
767,19,"Febrero","Domingo",19,"Alta Verapaz","Cobán","Urbano","11","Hombre","40","40-44","Mayor","Normal","Pick up","Blanco","1999","Colisión"
768,19,"Febrero","Domingo",11,"El Progreso","San Agustín Acasagustlán","Rural","Ignorado","Hombre","51","50-54","Mayor","Ebrio","Pick up","Anaranjado","1985","Colisión"
769,19,"Febrero","Domingo",11,"El Progreso","San Agustín Acasagustlán","Rural","Ignorado","Hombre","42","40-44","Mayor","Normal","Motocicleta","Azúl","2007","Colisión"
770,19,"Febrero","Domingo",1,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","19","15-19","Mayor","Ebrio","Automovil","Blanco","Ignorado","Choque"
771,19,"Febrero","Domingo",18,"Izabal","Morales","Rural","Ignorado","Hombre","40","40-44","Mayor","Ignorado","Pick up","Blanco","Ignorado","Choque"
772,19,"Febrero","Domingo",22,"Petén","Flores","Rural","Ignorado","Hombre","40","40-44","Mayor","Ignorado","Motocicleta","Ignorado","Ignorado","Caida"
773,20,"Febrero","Lunes",21,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","48","45-49","Mayor","Normal","Automovil","Azúl","2006","Colisión"
774,20,"Febrero","Lunes",21,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","31","30-34","Mayor","Normal","Camioneta","Verde","1992","Colisión"
775,20,"Febrero","Lunes",17,"Guatemala","Guatemala","Urbano","5","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Gris","Ignorado","Colisión"
776,20,"Febrero","Lunes",17,"Guatemala","Guatemala","Urbano","5","Hombre","20","20-24","Mayor","Normal","Motocicleta","Azúl","Ignorado","Colisión"
777,20,"Febrero","Lunes",19,"Guatemala","Guatemala","Urbano","7","Hombre","39","35-39","Mayor","Ebrio","Automovil","Verde","Ignorado","Colisión"
778,20,"Febrero","Lunes",19,"Guatemala","Guatemala","Urbano","7","Hombre","43","40-44","Mayor","Normal","Camioneta","Cafe","2006","Colisión"
779,20,"Febrero","Lunes",18,"Guatemala","San Juan Sacatepéquez","Rural","Ignorado","Hombre","29","25-29","Mayor","Normal","Pick up","Azúl","1991","Colisión"
780,20,"Febrero","Lunes",18,"Guatemala","San Juan Sacatepéquez","Rural","Ignorado","Hombre","58","55 y más","Mayor","Normal","Motocicleta","Gris","2010","Colisión"
781,20,"Febrero","Lunes",17,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","24","20-24","Mayor","Normal","Pick up","Corinto","1992","Choque"
782,20,"Febrero","Lunes",10,"Jalapa","Monjas","Rural","Ignorado","Hombre","39","35-39","Mayor","Normal","Automovil","Corinto","1997","Colisión"
783,20,"Febrero","Lunes",10,"Jalapa","Monjas","Rural","Ignorado","Hombre","31","30-34","Mayor","Normal","Mototaxi","Rojo","1998","Colisión"
784,20,"Febrero","Lunes",18,"Jalapa","Jalapa","Urbano","2","Hombre","12","Menos de 15","Menor","Ebrio","Camioneta","Gris","1984","Choque"
785,20,"Febrero","Lunes",8,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","29","25-29","Mayor","Normal","Camioneta","Verde","2005","Colisión"
786,20,"Febrero","Lunes",8,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","62","55 y más","Mayor","Ignorado","Motocicleta","Rojo","2005","Colisión"
787,20,"Febrero","Lunes",0,"Escuintla","Escuintla","Rural","Ignorado","Hombre","24","20-24","Mayor","Ebrio","Automovil","Ignorado","2003","Vuelco"
788,20,"Febrero","Lunes",14,"Escuintla","La Gomera","Rural","Ignorado","Hombre","30","30-34","Mayor","Ebrio","Pick up","Corinto","Ignorado","Choque"
789,20,"Febrero","Lunes",5,"Suchitepéquez","Rio Bravo","Rural","Ignorado","Hombre","34","30-34","Mayor","Normal","Pick up","Cafe","1989","Colisión"
790,20,"Febrero","Lunes",5,"Suchitepéquez","Rio Bravo","Rural","Ignorado","Hombre","50","50-54","Mayor","Normal","Automovil","Verde","1997","Colisión"
791,20,"Febrero","Lunes",16,"Retalhuleu","Retalhuleu","Rural","Ignorado","Hombre","26","25-29","Mayor","Normal","Automovil","Ignorado","1987","Colisión"
792,20,"Febrero","Lunes",16,"Retalhuleu","Retalhuleu","Rural","Ignorado","Hombre","18","15-19","Mayor","Ignorado","Mototaxi","Rojo","Ignorado","Colisión"
793,20,"Febrero","Lunes",11,"Quetzaltenango","Coatepeque","Rural","Ignorado","Hombre","54","50-54","Mayor","Ebrio","Camioneta","Rojo","Ignorado","Colisión"
794,20,"Febrero","Lunes",11,"Quetzaltenango","Coatepeque","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Corinto","Ignorado","Colisión"
795,20,"Febrero","Lunes",11,"Quetzaltenango","Coatepeque","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Azúl","Ignorado","Colisión"
796,20,"Febrero","Lunes",11,"Quetzaltenango","Coatepeque","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Beige","Ignorado","Colisión"
797,20,"Febrero","Lunes",11,"Quetzaltenango","Coatepeque","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Rojo","Ignorado","Colisión"
798,20,"Febrero","Lunes",11,"Quetzaltenango","Coatepeque","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Rojo","Ignorado","Colisión"
799,20,"Febrero","Lunes",14,"Quetzaltenango","Coatepeque","Rural","Ignorado","Hombre","24","20-24","Mayor","Ignorado","Motocicleta","Rojo","Ignorado","Caida"
800,20,"Febrero","Lunes",0,"Chimaltenango","Chimaltenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus extraurbano","Azúl","Ignorado","Vuelco"
801,21,"Febrero","Martes",17,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","28","25-29","Mayor","Ignorado","Automovil","Corinto","Ignorado","Choque"
802,21,"Febrero","Martes",16,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","28","25-29","Mayor","Normal","Camión","Blanco","2003","Colisión"
803,21,"Febrero","Martes",16,"Suchitepéquez","Mazatenango","Rural","Ignorado","Mujer","21","20-24","Mayor","Normal","Motocicleta","Blanco","2011","Colisión"
804,21,"Febrero","Martes",15,"Huehuetenango","San Antonio Huista","Rural","Ignorado","Hombre","34","30-34","Mayor","Normal","Microbus","Blanco","2006","Colisión"
805,21,"Febrero","Martes",15,"Huehuetenango","San Antonio Huista","Rural","Ignorado","Hombre","18","15-19","Mayor","Normal","Motocicleta","Verde","Ignorado","Colisión"
806,21,"Febrero","Martes",10,"Petén","Flores","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Ignorado","Ignorado","Colisión"
807,21,"Febrero","Martes",10,"Petén","Flores","Rural","Ignorado","Mujer","60","55 y más","Mayor","Ignorado","Motocicleta","Ignorado","Ignorado","Colisión"
808,22,"Febrero","Miercoles",10,"Guatemala","Guatemala","Urbano","1","Hombre","33","30-34","Mayor","Ignorado","Bus urbano","Rojo","Ignorado","Colisión"
809,22,"Febrero","Miercoles",10,"Guatemala","Guatemala","Urbano","1","Hombre","72","55 y más","Mayor","Ignorado","Camioneta","Blanco","Ignorado","Colisión"
810,22,"Febrero","Miercoles",18,"Guatemala","Guatemala","Urbano","15","Hombre","53","50-54","Mayor","Ignorado","Automovil","Rojo","2000","Colisión"
811,22,"Febrero","Miercoles",18,"Guatemala","Guatemala","Urbano","15","Hombre","17","15-19","Menor","Ignorado","Motocicleta","Azúl","2011","Colisión"
812,22,"Febrero","Miercoles",10,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","73","55 y más","Mayor","Ignorado","Pick up","Rojo","Ignorado","Colisión"
813,22,"Febrero","Miercoles",10,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","59","55 y más","Mayor","Ignorado","Motocicleta","Rojo","Ignorado","Colisión"
814,22,"Febrero","Miercoles",1,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","72","55 y más","Mayor","Ignorado","Pick up","Azúl","Ignorado","Colisión"
815,22,"Febrero","Miercoles",21,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","26","25-29","Mayor","Ignorado","Camioneta","Verde","1993","Colisión"
816,22,"Febrero","Miercoles",21,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","28","25-29","Mayor","Ignorado","Mototaxi","Rojo","2012","Colisión"
817,22,"Febrero","Miercoles",0,"Retalhuleu","Retalhuleu","Rural","Ignorado","Hombre","25","25-29","Mayor","Ignorado","Automovil","Rojo","1995","Colisión"
818,22,"Febrero","Miercoles",0,"Retalhuleu","Retalhuleu","Rural","Ignorado","Hombre","27","25-29","Mayor","Ignorado","Motocicleta","Rojo","2000","Colisión"
819,23,"Febrero","Jueves",12,"Guatemala","Guatemala","Urbano","18","Mujer","22","20-24","Mayor","Normal","Automovil","Blanco","2003","Colisión"
820,23,"Febrero","Jueves",12,"Guatemala","Guatemala","Urbano","18","Hombre","25","25-29","Mayor","Normal","Automovil","Gris","1997","Colisión"
821,23,"Febrero","Jueves",17,"Escuintla","Santa Lucía Cotzumalguapa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Ignorado","Ignorado","Colisión"
822,23,"Febrero","Jueves",17,"Escuintla","Santa Lucía Cotzumalguapa","Rural","Ignorado","Hombre","36","35-39","Mayor","Ignorado","Motocicleta","Negro","Ignorado","Colisión"
823,23,"Febrero","Jueves",8,"Quetzaltenango","Quetzaltenango","Urbano","5","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus urbano","Amarillo","Ignorado","Vuelco"
824,23,"Febrero","Jueves",16,"El Progreso","San Agustín Acasagustlán","Rural","Ignorado","Hombre","43","40-44","Mayor","Ebrio","Pick up","Blanco","1985","Colisión"
825,23,"Febrero","Jueves",16,"El Progreso","San Agustín Acasagustlán","Rural","Ignorado","Hombre","38","35-39","Mayor","Ignorado","Automovil","Verde","2006","Colisión"
826,24,"Febrero","Viernes",12,"Guatemala","Guatemala","Urbano","1","Hombre","25","25-29","Mayor","Normal","Camión","Blanco","1996","Colisión"
827,24,"Febrero","Viernes",12,"Guatemala","Guatemala","Urbano","1","Hombre","73","55 y más","Mayor","Normal","Pick up","Azúl","Ignorado","Colisión"
828,24,"Febrero","Viernes",1,"Jutiapa","Jalpatagua","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Verde","Ignorado","Colisión"
829,24,"Febrero","Viernes",1,"Jutiapa","Jalpatagua","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Verde","Ignorado","Colisión"
830,24,"Febrero","Viernes",18,"Jutiapa","San José Acatempa","Rural","Ignorado","Hombre","23","20-24","Mayor","Ignorado","Camión","Blanco","2010","Vuelco"
831,24,"Febrero","Viernes",22,"Escuintla","La Gomera","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Colisión"
832,24,"Febrero","Viernes",7,"Suchitepéquez","Cuyotenango","Rural","Ignorado","Hombre","32","30-34","Mayor","Ignorado","Motocicleta","Ignorado","Ignorado","Colisión"
833,24,"Febrero","Viernes",7,"Suchitepéquez","Cuyotenango","Rural","Ignorado","Hombre","25","25-29","Mayor","Ignorado","Automovil","Blanco","1989","Colisión"
834,24,"Febrero","Viernes",7,"Izabal","Puerto Barrios","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Colisión"
835,24,"Febrero","Viernes",7,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","30","30-34","Mayor","Ignorado","Motocicleta","Rojo","Ignorado","Colisión"
836,24,"Febrero","Viernes",15,"Petén","Flores","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Colisión"
837,24,"Febrero","Viernes",15,"Petén","Flores","Rural","Ignorado","Hombre","24","20-24","Mayor","Ignorado","Motocicleta","Ignorado","Ignorado","Colisión"
838,24,"Febrero","Viernes",1,"Quiché","San Pedro Jocopilas","Rural","Ignorado","Hombre","33","30-34","Mayor","Ignorado","Motocicleta","Ignorado","Ignorado","Caida"
839,24,"Febrero","Viernes",22,"Chimaltenango","Tecpán Guatemala","Rural","Ignorado","Hombre","19","15-19","Mayor","Ebrio","Microbus","Cafe","Ignorado","Colisión"
840,24,"Febrero","Viernes",22,"Chimaltenango","Tecpán Guatemala","Rural","Ignorado","Hombre","45","45-49","Mayor","Normal","Cabezal","Rojo","Ignorado","Colisión"
841,24,"Febrero","Viernes",6,"Sacatepéquez","San Lucas Sacatepéquez","Rural","Ignorado","Hombre","27","25-29","Mayor","Ignorado","Microbus","Rojo","2011","Colisión"
842,24,"Febrero","Viernes",6,"Sacatepéquez","San Lucas Sacatepéquez","Rural","Ignorado","Hombre","40","40-44","Mayor","Ignorado","Motocicleta","Azúl","Ignorado","Colisión"
843,24,"Febrero","Viernes",8,"Guatemala","Guatemala","Urbano","1","Hombre","33","30-34","Mayor","Ignorado","Automovil","Blanco","2002","Colisión"
844,24,"Febrero","Viernes",8,"Guatemala","Guatemala","Urbano","1","Hombre","52","50-54","Mayor","Ignorado","Automovil","Verde","1999","Colisión"
845,24,"Febrero","Viernes",19,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","32","30-34","Mayor","Ebrio","Camioneta","Azúl","2001","Colisión"
846,24,"Febrero","Viernes",19,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","24","20-24","Mayor","Normal","Motocicleta","Azúl","2001","Colisión"
847,24,"Febrero","Viernes",22,"Quetzaltenango","Quetzaltenango","Urbano","1","Hombre","32","30-34","Mayor","Normal","Camión","Blanco","2011","Colisión"
848,24,"Febrero","Viernes",22,"Quetzaltenango","Quetzaltenango","Urbano","1","Hombre","52","50-54","Mayor","Normal","Automovil","Corinto","Ignorado","Colisión"
849,24,"Febrero","Viernes",7,"Chimaltenango","Patzicía","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Ignorado","Ignorado","Colisión"
850,24,"Febrero","Viernes",7,"Chimaltenango","Patzicía","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Pick up","Negro","Ignorado","Colisión"
851,25,"Febrero","Sábado",4,"Guatemala","Guatemala","Urbano","1","Hombre","23","20-24","Mayor","Ebrio","Automovil","Beige","Ignorado","Colisión"
852,25,"Febrero","Sábado",4,"Guatemala","Guatemala","Urbano","1","Hombre","32","30-34","Mayor","Ebrio","Automovil","Ignorado","1991","Colisión"
853,25,"Febrero","Sábado",12,"Guatemala","Guatemala","Urbano","1","Hombre","33","30-34","Mayor","Normal","Panel","Blanco","2006","Colisión"
854,25,"Febrero","Sábado",12,"Guatemala","Guatemala","Urbano","1","Hombre","40","40-44","Mayor","Normal","Motocicleta","Negro","2011","Colisión"
855,25,"Febrero","Sábado",7,"Guatemala","Guatemala","Urbano","8","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus urbano","Amarillo","Ignorado","Colisión"
856,25,"Febrero","Sábado",7,"Guatemala","Guatemala","Urbano","8","Mujer","24","20-24","Mayor","Ignorado","Motocicleta","Negro","Ignorado","Colisión"
857,25,"Febrero","Sábado",15,"Guatemala","Mixco","Urbano","4","Hombre","Ignorado","Ignorado","Mayor","Normal","Pick up","Negro","Ignorado","Colisión"
858,25,"Febrero","Sábado",15,"Guatemala","Mixco","Urbano","4","Hombre","31","30-34","Mayor","Normal","Camión","Amarillo","2008","Colisión"
859,25,"Febrero","Sábado",16,"Guatemala","Guatemala","Urbano","6","Hombre","68","55 y más","Mayor","Normal","Automovil","Blanco","1997","Colisión"
860,25,"Febrero","Sábado",16,"Guatemala","Guatemala","Urbano","6","Hombre","18","15-19","Mayor","Normal","Motocicleta","Gris","2009","Colisión"
861,25,"Febrero","Sábado",20,"Guatemala","Guatemala","Urbano","12","Hombre","41","40-44","Mayor","Ignorado","Automovil","Gris","2008","Colisión"
862,25,"Febrero","Sábado",20,"Guatemala","Guatemala","Urbano","12","Hombre","18","15-19","Mayor","Ignorado","Motocicleta","Rojo","Ignorado","Colisión"
863,25,"Febrero","Sábado",11,"Jutiapa","Asunción Mita","Rural","Ignorado","Hombre","42","40-44","Mayor","Ignorado","Automovil","Celeste","1985","Colisión"
864,25,"Febrero","Sábado",11,"Jutiapa","Asunción Mita","Rural","Ignorado","Hombre","77","55 y más","Mayor","Ignorado","Camioneta","Rojo","Ignorado","Colisión"
865,25,"Febrero","Sábado",13,"Suchitepéquez","Mazatenango","Urbano","2","Hombre","29","25-29","Mayor","Ebrio","Mototaxi","Rojo","Ignorado","Choque"
866,25,"Febrero","Sábado",17,"Quetzaltenango","Quetzaltenango","Rural","7","Hombre","53","50-54","Mayor","Ignorado","Pick up","Rojo","1996","Colisión"
867,25,"Febrero","Sábado",17,"Quetzaltenango","Quetzaltenango","Rural","7","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus urbano","Turqueza","1994","Colisión"
868,25,"Febrero","Sábado",23,"Quetzaltenango","Salcajá","Rural","Ignorado","Hombre","21","20-24","Mayor","Ebrio","Pick up","Gris","2005","Colisión"
869,25,"Febrero","Sábado",23,"Quetzaltenango","Salcajá","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Normal","Pick up","Amarillo","Ignorado","Colisión"
